encuesta,encuestador,sexo,edad,entidad,facultad,turno,tipo_transporte,gasto_transporte,gasto_comida,presupuesto_semana,tiempo_transporte,actividad_transporte,cercania_transporte,numero_transporte,promedio,actividad_extra,tiempo_descanso,ausencia_recursos,fuente_ingresos,frecuencia_retardos,apoyo_transporte,impacto_transporte
984,6,1,19,4,3,1,4,2,4,4,1,1,1,1,3,1,4,2,1,1,3,1
985,6,2,23,16,5,2,3,1,1,4,3,2,2,2,4,1,3,2,1,2,2,1
986,6,2,18,8,5,1,4,2,3,4,1,2,1,1,2,1,3,2,1,1,2,1
987,6,1,22,9,5,2,1,2,2,4,3,3,1,2,3,1,3,2,1,3,2,1
988,6,2,31,7,3,2,1,2,1,2,4,2,2,3,3,2,3,2,1,4,4,1
989,6,2,19,11,5,2,4,4,2,4,3,3,1,1,4,1,4,2,1,1,2,1
990,6,2,22,3,3,3,1,2,1,2,3,2,1,2,4,1,2,2,2,3,4,1
991,6,2,23,9,3,1,1,4,1,2,2,3,2,1,3,2,4,2,1,4,2,2
992,19,2,20,8,5,3,1,1,4,4,2,4,1,2,4,2,4,2,1,2,1,2
993,6,1,25,5,3,2,1,4,2,4,2,1,1,2,4,1,4,2,1,4,4,2
994,19,1,21,2,6,2,1,1,4,4,3,3,1,1,3,1,4,2,1,2,2,2
995,19,1,20,16,6,3,1,1,5,4,3,1,1,1,4,1,4,2,1,1,2,1
996,19,2,23,10,6,1,1,4,3,4,3,1,1,1,4,2,4,2,1,2,2,2
997,19,2,21,10,6,1,1,4,4,4,3,1,1,1,3,1,3,2,2,2,2,1
998,6,1,20,2,3,2,1,1,2,4,3,2,1,2,4,2,4,2,1,3,1,1
999,6,1,19,7,2,2,2,4,2,2,3,2,2,1,2,2,3,2,1,4,1,1
1000,3,2,20,17,6,2,3,2,3,4,2,2,1,1,2,1,4,2,1,3,1,2
1001,6,1,19,10,2,3,4,3,2,4,2,2,1,1,3,2,4,2,2,4,1,2
1002,6,1,20,14,2,2,1,4,2,1,2,4,2,2,2,1,2,2,1,3,4,1
1003,6,1,20,12,2,3,1,4,2,2,3,2,1,1,3,2,3,2,3,2,2,2
1004,6,2,20,9,2,2,1,4,1,2,3,4,1,2,4,2,4,2,1,4,2,2
1005,6,1,21,4,2,2,1,4,2,4,1,3,1,1,2,1,4,2,1,4,1,2
1006,3,2,20,15,4,2,3,4,1,2,3,2,2,2,2,1,2,2,2,4,1,1
1007,6,2,21,7,2,3,1,4,1,2,4,2,1,2,3,2,4,2,1,4,2,2
1008,3,1,19,17,6,2,3,1,2,4,3,3,2,3,2,2,3,2,1,4,1,2
1009,3,1,18,8,4,2,4,3,5,4,3,3,1,1,4,1,4,2,2,1,1,2
1010,3,2,20,12,6,1,1,2,5,2,3,4,4,3,3,1,4,2,1,3,4,2
1011,6,1,21,10,2,2,1,4,1,2,3,2,1,1,3,2,4,2,1,4,4,2
1012,3,1,22,2,6,1,3,2,3,2,4,3,3,2,3,1,4,2,1,3,4,1
1013,3,2,32,7,3,2,1,4,2,3,4,2,1,2,3,2,3,2,2,2,1,2
1014,32,2,20,4,3,3,1,4,2,2,2,1,1,2,2,2,3,2,1,2,1,1
1015,32,2,19,7,3,1,1,2,1,3,4,4,2,2,4,1,1,2,1,3,1,1
1016,36,1,19,17,11,1,3,1,1,2,3,2,2,3,3,1,3,2,1,1,1,1
1017,32,2,19,11,3,1,3,4,2,4,3,3,1,1,4,2,2,2,1,2,1,1
1018,32,2,19,7,8,2,1,4,3,2,4,3,1,1,3,2,2,2,1,4,2,2
1019,32,1,19,10,9,2,1,4,1,4,2,3,3,2,4,1,1,2,1,4,1,1
1020,32,2,21,10,8,2,1,4,2,1,2,3,1,1,2,2,2,2,1,3,1,1
1021,32,2,20,10,8,2,1,1,2,4,2,3,1,2,2,2,4,2,1,4,1,1
1022,13,2,23,14,2,2,1,2,2,2,3,2,2,3,3,1,3,1,2,2,1,1
1023,13,2,22,14,2,2,1,2,4,2,3,4,1,3,4,2,3,2,1,1,1,1
1024,24,1,19,7,3,3,1,2,1,2,3,2,2,2,2,2,3,2,1,3,1,1
1025,32,1,23,9,3,1,2,4,4,2,2,3,1,2,3,2,2,2,2,2,2,1
1026,39,2,23,7,11,2,4,3,1,2,3,1,2,1,3,2,4,1,1,3,2,1
1027,13,2,24,10,2,1,1,1,2,2,2,2,2,2,2,1,4,1,1,3,4,1
1028,6,2,19,4,4,2,3,1,2,4,2,3,1,1,3,2,4,2,1,2,1,2
1029,6,1,20,5,4,2,1,4,1,2,2,1,1,1,3,2,4,2,1,2,1,2
1030,6,1,19,2,4,2,1,4,3,1,2,2,1,2,3,2,4,2,2,3,1,2
1031,32,1,19,1,9,2,3,4,4,4,2,4,2,1,3,1,3,2,1,1,1,2
1032,6,2,23,16,2,1,1,1,1,4,2,4,1,1,3,2,3,2,2,2,2,2
1033,13,1,23,7,5,1,3,3,1,4,4,2,1,2,3,2,2,1,1,3,2,1
1034,13,1,21,6,5,3,2,1,2,4,3,2,2,3,3,2,3,2,3,3,1,2
1035,6,2,18,8,4,2,2,1,4,1,2,4,2,2,2,2,4,2,1,2,1,2
1036,6,1,18,9,4,2,1,4,2,4,3,4,2,3,2,1,3,2,2,2,1,1
1037,36,1,20,4,11,2,2,1,2,1,3,2,1,2,3,1,2,2,1,2,4,1
1038,35,2,42,9,8,1,2,4,5,4,2,4,2,3,3,1,3,1,1,4,1,1
1039,13,2,25,10,2,2,1,1,3,2,4,2,2,3,3,2,2,2,1,4,1,1
1040,34,1,20,4,9,1,1,4,2,4,1,2,1,2,2,1,3,2,1,4,1,2
1041,34,1,21,17,1,1,3,2,3,4,3,2,1,2,3,1,4,2,1,4,4,1
1042,34,2,22,12,1,1,1,4,3,4,4,3,2,2,4,1,3,1,1,4,1,1
1043,34,1,23,17,9,3,4,3,5,4,4,1,3,1,3,1,3,2,1,4,4,1
1044,34,1,19,17,9,1,2,2,3,4,2,2,1,2,3,2,3,2,1,2,1,2
1045,34,1,21,3,7,3,4,3,3,4,1,1,1,1,3,1,3,2,1,2,1,2
1046,34,1,24,4,4,2,4,3,5,4,5,1,1,1,4,1,4,2,2,4,1,2
1047,34,1,22,4,3,2,3,1,4,4,3,2,3,2,3,1,3,2,2,4,1,1
1048,34,2,20,17,8,1,2,1,3,2,4,3,3,3,3,2,3,2,2,2,1,1
1049,5,2,19,5,1,2,1,4,4,2,2,1,1,1,3,1,4,2,1,4,2,1
1050,34,2,20,17,10,1,2,1,3,2,4,3,3,2,3,2,3,2,2,2,1,2
1051,34,2,20,17,7,1,2,1,3,2,4,3,3,2,3,2,3,2,2,2,1,2
1052,34,1,20,17,11,1,1,1,3,2,4,3,3,2,3,2,3,2,2,2,1,2
1053,34,2,20,17,9,1,3,1,2,2,4,3,3,3,3,2,3,2,2,2,1,2
1054,5,2,21,10,1,3,3,3,1,2,4,1,2,2,2,1,4,2,1,4,2,1
1055,34,2,22,3,8,3,1,4,4,4,3,4,1,1,3,2,3,2,1,1,1,2
1056,5,1,20,7,1,2,1,3,4,4,4,4,1,2,3,1,4,2,1,4,4,1
1057,34,1,21,10,7,1,1,1,2,2,4,3,2,1,3,1,3,1,1,3,2,1
1058,34,2,20,10,9,3,1,2,3,4,4,2,1,4,3,2,3,2,1,4,1,1
1059,34,1,21,14,11,1,4,3,5,4,3,4,1,1,2,1,4,2,1,1,1,2
1060,34,1,27,17,7,3,1,1,3,2,3,3,1,3,4,1,1,2,2,4,1,1
1061,5,1,20,3,1,1,1,4,4,4,2,1,1,1,4,1,4,2,1,1,1,2
1062,34,2,24,17,11,2,3,1,2,2,4,4,1,2,4,2,2,2,1,2,2,2
1063,34,2,22,10,8,2,3,1,1,1,5,3,4,4,4,2,1,1,2,4,1,1
1064,5,1,19,7,1,3,1,4,3,2,4,1,2,2,3,2,4,2,1,3,2,1
1065,34,1,19,7,7,1,3,1,2,3,5,3,4,4,2,2,1,1,1,3,1,1
1066,34,1,23,7,10,3,1,2,3,4,5,2,2,2,2,2,2,1,1,4,1,1
1067,34,2,19,15,7,2,2,1,4,2,3,2,2,2,3,1,2,1,1,4,4,1
1068,5,2,22,4,1,1,4,3,5,4,2,1,1,1,3,1,4,2,1,3,1,2
1069,34,2,20,15,9,1,1,4,4,4,3,1,1,1,4,1,4,2,1,1,1,2
1070,15,1,20,4,1,3,1,1,3,1,3,2,3,2,4,2,2,2,1,3,1,1
1071,5,2,17,8,6,2,1,4,3,2,3,4,2,1,2,2,4,2,1,3,2,1
1072,5,2,22,1,6,1,2,2,3,2,3,1,2,2,2,1,4,2,1,4,2,1
1073,5,1,19,7,6,2,3,3,4,4,3,1,2,2,2,1,4,2,1,2,1,1
1074,15,2,19,15,1,1,3,2,2,2,4,4,3,1,1,1,4,2,3,4,1,1
1075,15,1,23,13,1,2,3,2,5,1,4,2,2,4,3,1,3,2,1,4,1,1
1076,5,1,20,7,6,3,1,3,3,2,4,4,2,2,3,1,4,2,1,3,2,1
1077,15,1,25,10,1,2,3,2,3,2,4,3,3,3,4,2,1,2,1,4,4,1
1078,15,2,20,9,1,3,2,3,3,1,3,4,3,2,3,1,4,2,1,4,4,1
1079,5,2,20,5,6,1,1,4,3,4,3,1,2,1,1,1,4,2,2,4,2,2
1080,15,2,22,5,1,1,2,1,5,2,2,4,3,1,2,1,4,2,1,4,1,1
1081,5,1,19,3,6,1,1,4,4,4,3,1,1,2,1,1,4,2,2,1,2,2
1082,34,1,20,16,7,3,1,4,1,4,2,2,1,1,3,1,1,2,1,4,2,2
1083,5,2,21,14,6,1,3,1,4,2,3,3,2,2,1,1,4,2,1,2,2,2
1084,34,2,24,17,7,3,3,1,1,4,3,2,1,4,2,2,3,2,2,3,1,2
1085,34,1,20,15,7,2,4,2,1,4,2,4,1,1,4,1,4,2,2,1,1,2
1086,5,1,19,10,6,2,3,3,4,2,3,3,2,2,1,2,3,2,1,3,2,2
1087,34,2,22,15,8,1,3,2,3,4,2,2,1,2,3,2,4,2,3,1,1,2
1088,34,2,20,10,7,2,2,4,5,4,2,2,1,2,1,2,3,2,2,2,1,1
1089,5,2,21,9,6,1,2,1,3,2,3,1,2,2,2,2,4,2,1,2,4,1
1090,34,2,23,17,7,1,2,2,3,2,5,1,2,4,3,2,4,1,2,4,2,1
1091,15,2,25,4,6,1,2,3,4,2,2,2,2,3,4,2,3,2,2,4,1,2
1092,34,1,23,6,8,2,2,1,5,4,4,4,3,2,4,1,2,2,1,1,1,1
1093,15,1,22,17,6,3,1,4,1,4,2,4,1,2,3,2,4,2,1,2,1,2
1094,15,1,18,1,9,2,2,1,4,4,4,3,2,2,3,2,3,2,1,3,1,1
1095,15,2,20,3,6,2,1,2,2,4,4,2,2,4,2,2,3,1,3,4,1,1
1096,34,2,20,17,11,3,3,1,2,4,2,2,1,2,2,1,3,2,1,2,1,2
1097,34,1,19,10,10,3,3,3,4,2,2,1,2,3,3,2,3,2,1,4,2,1
1098,34,1,21,7,11,3,1,2,5,2,5,1,3,4,3,2,3,2,1,4,2,1
1099,34,1,22,15,3,1,2,4,5,4,1,4,1,2,4,1,4,2,1,1,1,2
1100,15,2,21,9,6,3,1,3,1,2,4,2,2,4,3,2,3,2,1,4,1,2
1101,34,2,23,10,7,2,3,1,2,1,3,2,1,3,3,2,3,2,1,3,1,1
1102,15,1,26,17,6,1,3,2,2,4,3,2,1,2,2,2,4,2,2,2,1,2
1103,34,1,21,4,5,1,1,4,2,2,1,1,1,1,3,1,3,2,1,4,1,2
1104,34,2,25,4,7,1,3,3,4,2,3,1,3,2,1,1,3,2,1,4,1,1
1105,15,1,19,4,2,1,4,2,3,4,1,1,1,1,3,1,4,2,1,4,1,2
1106,34,1,18,6,8,1,4,3,5,4,3,1,1,1,3,1,2,2,1,3,1,1
1107,34,2,26,17,9,3,2,2,4,2,4,2,3,3,4,2,3,2,1,1,4,2
1108,15,2,20,7,2,2,1,3,4,4,4,2,2,4,2,2,3,2,1,4,1,2
1109,34,1,24,15,10,2,2,2,4,3,4,2,3,1,3,1,3,2,1,4,4,1
1110,15,1,20,13,2,1,4,3,3,4,5,1,2,1,3,2,3,2,1,4,1,2
1111,34,1,22,14,11,2,4,3,4,2,4,1,2,1,4,2,3,1,2,4,2,1
1112,2,2,19,12,5,2,1,4,3,2,2,1,1,1,3,2,4,2,2,2,4,2
1113,15,2,24,1,2,2,4,3,4,4,3,3,2,1,3,2,2,2,2,4,1,1
1114,15,1,25,7,2,1,1,3,1,2,5,2,2,4,2,2,3,1,1,4,1,2
1115,34,1,21,17,6,3,4,2,2,4,3,1,1,1,3,1,3,2,1,4,1,1
1116,2,1,23,5,5,3,1,4,3,2,4,2,2,2,2,2,4,2,1,1,2,2
1117,2,2,19,7,5,2,1,1,5,3,4,1,1,2,3,2,2,2,1,4,4,2
1118,2,1,24,15,5,3,3,1,4,4,4,3,1,1,4,2,3,2,1,1,4,2
1119,2,2,21,1,5,3,2,4,2,1,3,3,3,3,2,2,2,1,1,4,2,1
1120,19,1,23,11,3,3,4,3,5,4,2,1,1,1,2,1,3,2,2,4,4,1
1121,2,1,24,11,5,1,3,4,4,2,3,2,2,4,3,2,3,2,1,2,1,1
1122,36,2,19,9,11,1,1,4,3,2,3,2,2,3,2,1,2,2,1,2,1,2
1123,31,1,21,4,9,1,2,1,3,2,2,4,3,2,3,2,3,2,3,3,2,2
1124,36,2,20,7,11,1,1,4,2,3,3,2,2,1,4,2,2,1,1,4,1,1
1125,31,2,22,11,9,3,3,3,3,4,3,2,2,2,3,1,4,2,2,3,1,1
1126,31,2,24,5,9,3,4,3,3,4,2,1,1,1,2,2,3,2,1,2,1,2
1127,2,2,23,14,5,2,1,1,3,2,4,2,1,1,4,2,3,2,1,1,1,2
1128,31,1,21,17,9,1,3,2,3,4,3,3,3,3,2,2,3,2,1,4,4,1
1129,31,2,23,7,9,3,1,3,3,4,4,2,2,3,3,2,3,2,2,3,2,1
1130,32,1,20,7,9,2,4,3,5,4,4,2,1,2,3,2,4,2,1,4,2,2
1131,31,1,24,10,8,3,1,1,2,1,2,2,3,2,3,2,4,2,3,2,2,2
1132,24,1,19,15,5,2,3,4,1,1,2,2,1,1,2,1,4,2,1,4,1,2
1133,2,1,27,10,5,3,1,4,5,4,5,2,2,3,2,2,2,2,1,4,1,1
1134,31,1,20,4,9,3,2,1,2,2,2,1,1,2,3,2,4,2,2,2,2,2
1135,31,2,25,17,7,2,3,2,3,4,4,2,3,3,2,2,3,1,1,3,1,1
1136,31,1,21,13,7,2,3,3,4,4,4,4,3,3,2,2,3,2,2,4,1,1
1137,32,2,19,10,8,2,2,1,1,2,3,3,1,2,3,1,3,2,1,4,4,1
1138,7,1,21,17,5,3,4,3,5,4,5,1,1,1,4,1,2,1,2,4,4,1
1139,7,1,23,5,5,3,1,4,1,1,2,4,1,2,3,1,4,2,2,3,1,2
1140,7,1,22,3,5,1,1,2,5,4,4,2,1,2,3,1,4,2,1,2,1,1
1141,5,2,19,1,2,1,2,2,3,2,3,1,2,2,2,1,4,2,1,4,4,2
1142,5,2,22,10,2,3,1,1,4,4,3,3,3,2,1,1,4,2,2,2,2,1
1143,34,1,22,3,10,2,4,3,3,4,2,1,1,1,3,2,4,2,2,3,1,2
1144,5,1,18,7,2,2,1,3,4,4,4,4,3,3,3,2,3,2,1,4,2,1
1145,34,1,20,11,7,3,3,4,3,2,3,2,1,1,2,1,3,2,2,4,1,2
1146,5,2,20,12,2,1,1,4,1,2,2,4,2,1,2,2,3,2,1,4,4,2
1147,34,1,23,1,11,3,2,1,2,2,3,3,1,2,3,1,4,2,2,2,3,1
1148,34,2,22,10,7,1,1,4,3,2,3,4,1,2,3,1,2,2,3,1,1,2
1149,5,2,18,10,2,1,3,1,3,4,3,1,2,2,1,2,4,2,2,3,4,2
1150,34,1,23,1,8,3,1,1,4,4,4,3,2,2,2,2,2,1,1,3,1,1
1151,34,2,19,15,9,1,2,1,3,2,3,4,1,2,3,1,3,2,1,3,2,2
1152,5,2,21,14,2,2,1,1,3,4,3,3,2,2,2,1,4,1,1,4,2,1
1153,36,2,19,5,6,1,3,4,1,3,2,4,1,2,3,2,2,2,1,1,1,2
1154,34,1,22,4,9,3,1,4,5,4,2,3,1,2,3,2,4,2,2,2,1,2
1155,5,1,20,8,2,1,1,4,2,2,3,1,2,1,1,2,4,2,1,4,2,1
1156,34,2,19,17,7,1,3,1,3,2,4,2,1,2,3,1,3,2,1,3,2,2
1157,34,1,20,13,7,1,3,2,3,4,5,3,1,2,2,2,2,1,1,4,1,1
1158,5,2,19,15,2,1,3,1,4,4,3,1,2,2,2,1,4,2,1,4,4,2
1159,34,1,23,5,8,2,3,1,1,2,3,2,2,3,2,2,4,1,2,4,1,1
1160,5,2,18,5,2,2,1,4,2,4,2,1,2,4,3,2,4,1,1,4,2,2
1161,5,2,19,3,2,1,1,4,3,4,3,4,1,4,1,1,3,2,2,4,2,1
1162,24,1,20,15,11,2,3,4,2,2,3,1,1,3,2,1,3,2,1,4,1,1
1163,5,2,22,7,3,3,1,3,2,4,4,4,3,3,3,1,4,2,1,4,2,1
1164,39,2,22,2,7,1,1,1,1,4,3,1,1,2,2,2,3,1,2,1,2,1
1165,5,1,19,8,3,1,1,4,3,4,3,1,2,1,1,2,4,2,1,4,4,2
1166,5,1,21,12,3,1,1,2,4,4,3,3,2,2,4,1,4,2,1,4,1,1
1167,5,2,19,10,3,3,1,1,3,4,4,4,2,4,2,2,4,2,1,1,2,2
1168,5,1,22,13,3,3,3,2,4,4,4,4,3,3,2,2,4,2,1,4,2,1
1169,5,2,20,1,3,1,2,2,1,2,3,3,2,2,1,2,4,2,1,4,2,2
1170,5,1,21,5,3,2,1,4,2,2,3,4,1,1,3,2,4,2,1,4,4,1
1171,5,1,21,5,3,2,1,4,4,4,2,1,1,1,4,2,4,2,1,4,1,2
1172,13,1,26,5,6,2,2,1,2,1,2,3,2,3,2,2,3,1,2,4,1,1
1173,5,1,23,9,3,1,4,3,4,4,3,1,2,1,4,1,4,2,1,2,1,2
1174,5,2,24,7,3,2,1,2,3,4,4,4,2,2,4,2,4,2,1,4,2,2
1175,5,1,23,9,3,2,1,1,3,4,3,1,2,2,2,2,4,2,1,4,2,1
1176,5,2,18,4,3,1,1,1,4,4,2,3,2,2,4,2,4,2,1,4,3,2
1177,5,2,21,3,3,1,1,4,3,2,3,1,1,2,3,2,4,2,1,4,2,2
1178,36,2,25,4,11,1,3,1,1,1,3,2,3,2,3,1,3,2,1,4,1,2
1179,5,1,19,7,3,1,1,2,4,4,4,4,2,2,2,2,4,1,1,4,2,1
1180,5,1,20,9,4,3,1,1,2,2,3,2,2,2,2,1,4,2,1,4,4,2
1181,5,2,20,12,4,1,1,4,2,1,2,4,2,1,4,1,4,2,1,4,3,2
1182,5,1,21,7,4,1,3,2,3,4,5,1,2,3,3,2,4,2,1,4,2,2
1183,15,1,25,17,6,2,2,1,3,2,3,2,3,3,4,1,3,1,2,4,2,1
1184,15,2,28,8,6,1,3,1,4,2,3,4,3,3,3,1,2,1,2,4,2,1
1185,5,1,22,7,4,1,2,2,3,4,5,4,2,2,3,2,4,2,1,4,2,2
1186,15,2,29,3,6,2,2,2,2,1,3,3,4,4,4,2,2,2,2,3,2,2
1187,15,1,27,1,2,1,2,4,2,1,3,4,3,3,2,2,1,2,3,1,3,1
1188,15,1,22,4,2,2,1,2,5,2,4,2,3,3,2,2,2,2,2,3,3,1
1189,27,1,23,3,7,3,3,2,2,1,3,3,1,2,2,2,3,2,2,4,1,1
1190,27,1,23,11,7,2,4,3,4,4,2,3,1,2,3,1,3,1,2,4,1,1
1191,27,1,20,8,7,2,4,3,3,2,3,4,2,3,3,2,3,2,1,3,1,1
1192,5,1,21,10,5,1,1,1,3,2,3,4,3,2,2,1,4,2,1,4,1,1
1193,27,2,22,6,9,1,3,2,3,2,3,2,2,4,4,2,2,1,1,4,1,1
1194,27,1,20,4,4,1,2,2,5,4,2,3,1,4,2,1,1,1,3,3,2,1
1195,5,1,24,10,5,3,1,1,4,4,4,4,2,2,3,2,4,1,1,4,2,2
1196,27,2,19,5,7,3,1,3,3,2,3,4,2,4,3,2,3,1,1,4,1,1
1197,5,2,21,7,5,3,3,2,4,4,4,4,2,3,3,2,4,2,1,4,2,2
1198,5,2,18,8,5,3,1,4,4,4,3,1,2,4,4,1,4,2,1,4,2,2
1199,42,1,20,15,11,2,4,3,2,2,2,1,3,1,3,1,4,2,1,4,1,1
1200,44,2,23,5,9,1,1,1,2,2,3,1,2,2,3,2,2,2,1,2,1,1
1201,5,1,21,8,5,3,1,1,3,2,4,1,2,2,3,2,4,2,1,4,1,2
1202,44,1,20,11,8,3,3,1,4,4,2,3,2,1,2,2,1,2,2,1,2,2
1203,5,2,20,15,5,3,3,1,3,4,3,1,2,4,3,1,4,2,2,4,2,1
1204,44,2,24,3,9,2,2,1,5,4,3,1,1,2,4,1,3,2,1,1,1,1
1205,5,2,19,5,5,2,1,4,4,4,3,4,1,1,2,2,4,2,1,4,2,1
1206,44,1,19,12,9,2,1,4,3,2,3,4,1,2,3,2,1,2,2,4,2,1
1207,44,1,24,5,9,3,1,4,1,4,4,1,2,1,2,1,2,2,1,2,4,1
1208,13,1,23,7,2,2,1,1,1,2,3,4,2,3,3,1,4,2,1,4,1,2
1209,26,2,24,15,7,3,3,1,1,1,5,2,1,2,3,1,2,2,1,2,1,1
1210,44,2,25,1,9,3,2,4,1,1,3,1,2,2,3,2,1,2,1,1,1,1
1211,26,2,19,11,9,1,3,4,4,4,2,1,1,2,3,1,4,2,1,2,1,2
1212,44,2,24,14,9,2,1,1,4,4,3,2,2,2,3,2,2,2,1,1,2,1
1213,44,1,27,10,8,3,1,4,3,4,3,3,1,2,3,2,1,2,2,1,1,2
1214,26,2,25,15,9,3,1,1,5,4,2,1,1,2,3,2,4,2,1,2,1,2
1215,44,2,25,8,8,3,1,4,2,2,4,2,2,2,3,2,1,2,2,2,1,1
1216,44,2,24,4,8,2,1,1,1,4,3,3,2,2,2,2,2,2,1,3,2,1
1217,26,1,21,17,9,1,3,1,3,4,3,2,1,2,2,2,3,2,2,4,1,2
1218,44,1,26,1,8,2,3,1,5,4,2,3,2,2,1,2,1,2,1,4,2,2
1219,44,2,26,15,8,3,4,3,5,4,5,1,1,1,2,2,2,2,2,2,1,1
1220,44,2,23,5,8,2,4,3,5,4,4,2,1,1,3,2,1,2,2,1,2,1
1221,44,1,27,10,8,3,3,1,1,2,3,3,2,2,2,1,2,2,2,2,1,2
1222,44,1,22,12,11,1,1,1,3,4,3,1,1,2,2,1,3,2,1,1,1,2
1223,44,1,21,3,11,2,1,4,1,2,2,2,1,2,3,1,3,2,1,2,2,2
1224,44,2,24,12,11,3,2,1,1,4,2,1,1,2,4,1,2,2,2,1,1,1
1225,26,1,21,4,7,3,3,4,1,1,2,1,1,2,3,1,3,2,1,3,1,2
1226,42,2,20,4,11,3,1,4,4,4,2,4,1,1,4,2,2,2,1,1,1,1
1227,42,1,19,15,11,3,3,4,4,4,2,1,1,1,3,1,2,2,1,1,4,2
1228,42,2,19,1,11,3,3,4,4,1,2,2,1,1,3,2,1,2,1,1,1,2
1229,21,1,21,17,3,1,3,4,2,2,2,2,1,3,4,1,3,2,1,1,2,2
1230,42,2,19,15,11,2,4,2,2,2,3,3,2,1,3,1,3,2,1,4,1,2
1231,42,1,19,7,11,2,3,3,1,2,3,3,1,4,3,2,3,2,1,4,1,1
1232,42,2,19,7,11,3,4,3,3,4,4,2,1,1,2,2,2,1,1,4,2,1
1233,42,1,20,7,11,3,1,2,1,2,5,3,4,4,2,2,3,2,2,4,1,1
1234,46,2,19,17,10,1,3,1,2,2,4,3,2,2,2,2,3,2,1,4,2,1
1235,46,2,19,8,10,3,1,4,1,2,3,4,1,2,4,2,3,2,1,4,2,2
1236,39,1,26,10,7,2,3,2,2,2,3,1,1,2,2,2,4,1,3,3,4,1
1237,9,2,24,4,3,1,1,4,4,4,2,4,1,2,3,1,4,1,2,3,1,2
1238,46,1,20,3,10,1,1,4,2,4,3,4,1,2,4,2,3,2,1,4,3,2
1239,39,2,28,6,10,2,1,2,1,2,3,2,3,3,3,2,3,1,1,3,2,1
1240,38,1,20,15,9,1,3,4,1,3,4,2,2,1,3,1,2,2,1,2,1,1
1241,38,1,29,10,9,2,1,3,4,4,5,4,1,4,3,2,3,2,1,1,1,2
1242,39,2,21,16,10,3,1,4,4,4,3,1,2,1,3,1,4,2,1,3,2,1
1243,38,1,27,7,8,1,1,2,2,4,5,3,1,2,3,1,3,2,1,3,2,1
1244,39,2,22,1,8,1,4,4,4,2,2,2,1,1,3,1,3,2,1,2,3,2
1245,38,1,23,10,10,3,1,1,3,4,4,1,2,2,3,2,2,2,2,2,1,2
1246,39,1,23,15,8,1,4,3,1,4,3,1,1,1,4,2,3,1,2,3,1,1
1247,32,2,22,4,9,1,4,3,2,4,2,3,3,1,3,1,4,2,1,4,1,1
1248,32,1,20,9,9,3,2,1,1,2,2,4,1,2,3,1,4,2,1,4,4,1
1249,38,2,18,16,10,1,1,4,2,2,4,2,2,2,3,1,3,2,1,2,1,2
1250,32,2,20,4,9,1,1,4,2,4,1,4,2,1,4,1,4,2,1,3,2,2
1251,32,2,20,9,8,1,2,1,1,2,2,3,4,2,4,2,3,2,1,3,2,1
1252,39,1,21,3,8,3,1,1,2,2,2,4,2,2,3,1,2,1,1,1,1,1
1253,32,2,20,14,9,1,1,1,2,4,3,2,2,3,3,2,3,2,1,4,2,1
1254,32,1,20,5,8,3,2,1,1,4,2,4,1,1,3,2,3,2,1,3,4,1
1255,19,1,23,10,3,2,1,4,4,4,3,1,1,1,4,2,4,2,1,2,2,2
1256,19,2,21,14,4,3,1,4,4,4,3,3,2,2,4,1,3,2,1,3,1,1
1257,38,1,17,17,7,2,2,3,2,1,5,1,1,3,1,2,4,2,1,4,1,2
1258,39,2,18,8,8,1,2,1,2,2,3,1,2,2,3,2,3,2,1,2,2,1
1259,19,1,21,17,4,3,1,1,4,4,3,4,2,2,3,2,4,2,1,1,2,2
1260,10,1,19,4,4,2,4,3,3,4,1,3,1,1,4,1,4,2,1,1,1,2
1261,21,1,20,8,4,2,1,3,2,1,2,2,1,2,4,1,3,2,1,4,4,1
1262,19,1,20,7,4,2,3,1,4,4,4,2,2,2,4,2,3,2,1,3,2,1
1263,39,1,22,2,10,3,1,1,1,3,3,3,1,2,4,2,4,1,3,1,1,1
1264,10,2,20,5,4,1,1,4,2,2,1,1,1,2,4,2,4,2,1,3,1,1
1265,19,2,19,7,4,2,1,1,4,4,4,3,1,2,4,1,3,2,1,3,2,1
1266,21,1,21,15,4,2,4,3,4,4,2,1,1,1,3,2,4,2,1,1,1,1
1267,19,1,21,8,4,3,1,1,3,4,3,1,1,1,3,1,4,2,1,2,1,2
1268,10,1,22,4,4,2,4,3,2,4,1,3,1,1,3,1,3,2,2,2,1,2
1269,39,2,19,13,10,3,4,3,1,2,3,2,3,1,2,2,2,1,1,3,1,1
1270,19,1,21,9,4,2,1,1,4,4,3,1,1,2,3,1,4,2,1,2,2,2
1271,10,2,19,3,4,1,2,1,1,1,3,1,1,1,3,1,3,2,2,4,2,2
1272,21,2,19,15,4,2,2,1,2,2,2,1,1,2,3,1,4,2,1,4,1,2
1273,10,1,22,16,4,2,1,1,1,1,3,1,1,2,3,2,4,2,1,4,1,2
1274,21,1,23,11,4,2,3,4,2,4,3,1,1,1,3,2,4,2,1,2,2,1
1275,37,1,27,7,11,3,1,2,4,4,4,4,2,3,2,2,3,2,2,4,1,2
1276,10,2,20,4,4,2,3,4,1,1,1,3,2,1,3,2,2,2,1,1,1,1
1277,21,2,20,10,4,2,1,4,1,2,3,1,1,2,3,2,4,2,1,4,1,1
